shipment_id,date,direction,carrier,origin,destination,lane_id,sku_category,weight_kg,quantity,promised_lead_days,actual_lead_days,delay_days,is_delayed,freight_cost_usd,invoiced_cost_usd,cost_variance_usd,damage_flag
SHP-02169,2024-09-20,inbound,PrimeHaul,"Memphis, TN","Indianapolis, IN",TN-IN,Pharmaceuticals,98.0,38,3,4,1.0,1,5.52,5.93,0.41,0
SHP-00109,2024-09-22,inbound,PrimeHaul,"Memphis, TN","Louisville, KY",TN-KY,Consumer Goods,42.7,88,14,15,0.6,1,7.25,7.36,0.11,0
SHP-02668,2024-09-22,outbound,NorthStar,"Los Angeles, CA","Indianapolis, IN",CA-IN,Electronics,108.5,57,7,7,0.1,1,7.14,7.8,0.66,0
SHP-01545,2024-09-22,outbound,DirectMove,"Detroit, MI","Salt Lake City, UT",MI-UT,Consumer Goods,127.7,49,3,5,2.2,1,6.22,6.77,0.55,0
SHP-00215,2024-09-23,outbound,DirectMove,"Seattle, WA","Nashville, TN",WA-TN,Pharmaceuticals,78.7,53,3,6,3.2,1,6.96,7.57,0.61,0
SHP-02733,2024-09-23,outbound,NorthStar,"New York, NY","Louisville, KY",NY-KY,Office Supplies,75.2,82,2,6,3.5,1,7.36,7.47,0.11,0
SHP-01194,2024-09-24,outbound,RelayEx,"Miami, FL","Minneapolis, MN",FL-MN,Office Supplies,35.5,38,14,15,0.7,1,5.04,5.27,0.23,0
SHP-02249,2024-09-24,outbound,FastFreight,"Atlanta, GA","Columbus, OH",GA-OH,Automotive,157.4,46,5,4,-1.1,0,7.11,7.25,0.14,0
SHP-02195,2024-09-24,outbound,NorthStar,"Chicago, IL","Tampa, FL",IL-FL,Apparel,160.0,173,7,7,-0.4,0,12.03,13.05,1.02,0
SHP-02924,2024-09-25,inbound,RelayEx,"Miami, FL","Nashville, TN",FL-TN,Automotive,248.8,43,3,3,-0.0,0,7.24,7.92,0.68,0
SHP-01181,2024-09-25,inbound,PrimeHaul,"Los Angeles, CA","Salt Lake City, UT",CA-UT,Electronics,108.4,27,5,5,0.0,0,5.57,5.7,0.13,0
SHP-00787,2024-09-25,inbound,FastFreight,"Phoenix, AZ","Nashville, TN",AZ-TN,Industrial Parts,129.4,42,10,9,-0.7,0,6.02,6.15,0.13,0
SHP-00049,2024-09-25,inbound,CargoLink,"Dallas, TX","Louisville, KY",TX-KY,Industrial Parts,74.5,41,5,3,-2.2,0,6.2,6.64,0.44,0
SHP-01461,2024-09-25,outbound,PrimeHaul,"Dallas, TX","Kansas City, MO",TX-MO,Consumer Goods,159.0,67,3,3,0.1,1,8.63,8.19,-0.44,0
SHP-01250,2024-09-25,outbound,CargoLink,"Denver, CO","Charlotte, NC",CO-NC,Automotive,272.5,30,10,10,-0.2,0,6.91,7.72,0.81,0
SHP-01684,2024-09-27,outbound,SwiftLog,"New York, NY","Tampa, FL",NY-FL,Industrial Parts,236.7,22,7,10,2.8,1,7.36,7.85,0.49,0
SHP-02937,2024-09-28,inbound,DirectMove,"Dallas, TX","Nashville, TN",TX-TN,Consumer Goods,119.9,33,3,3,0.1,1,6.2,6.64,0.44,0
SHP-00976,2024-09-28,inbound,DirectMove,"Houston, TX","Indianapolis, IN",TX-IN,Food & Beverage,81.8,174,5,4,-0.6,0,13.53,15.4,1.87,0
SHP-01982,2024-09-28,inbound,PrimeHaul,"Chicago, IL","Minneapolis, MN",IL-MN,Pharmaceuticals,80.3,56,3,5,2.1,1,5.97,6.37,0.4,0
SHP-01601,2024-09-28,outbound,RelayEx,"Houston, TX","Minneapolis, MN",TX-MN,Consumer Goods,158.0,17,3,4,0.6,1,5.57,5.61,0.04,0
SHP-02723,2024-09-28,outbound,NorthStar,"Chicago, IL","Columbus, OH",IL-OH,Food & Beverage,84.3,17,5,9,3.8,1,4.27,4.5,0.23,0
SHP-00130,2024-09-28,outbound,FastFreight,"Detroit, MI","Portland, OR",MI-OR,Office Supplies,141.9,193,3,2,-1.2,0,13.74,13.07,-0.67,0
SHP-00569,2024-09-28,outbound,NorthStar,"Detroit, MI","Nashville, TN",MI-TN,Electronics,96.2,46,5,7,2.0,1,6.43,6.79,0.36,0
SHP-01639,2024-09-29,inbound,RelayEx,"Houston, TX","Portland, OR",TX-OR,Office Supplies,120.4,70,10,11,0.7,1,8.35,8.31,-0.04,0
SHP-02927,2024-09-29,inbound,RelayEx,"Miami, FL","Louisville, KY",FL-KY,Automotive,111.8,26,7,8,0.6,1,5.23,5.49,0.26,0
SHP-02238,2024-09-29,outbound,FastFreight,"Chicago, IL","Kansas City, MO",IL-MO,Office Supplies,89.8,11,5,4,-0.6,0,4.1,4.01,-0.09,0
SHP-02065,2024-09-30,inbound,NorthStar,"Denver, CO","Kansas City, MO",CO-MO,Food & Beverage,61.8,17,10,15,4.8,1,4.11,4.07,-0.04,0
SHP-02559,2024-09-30,outbound,CargoLink,"Denver, CO","Baltimore, MD",CO-MD,Automotive,53.9,65,5,2,-2.6,0,6.61,6.97,0.36,0
SHP-02831,2024-09-30,inbound,SwiftLog,"Dallas, TX","Minneapolis, MN",TX-MN,Pharmaceuticals,100.6,44,3,3,0.3,1,6.65,6.79,0.14,0
SHP-02872,2024-09-30,outbound,FastFreight,"New York, NY","Charlotte, NC",NY-NC,Consumer Goods,72.5,34,7,8,0.8,1,5.39,5.46,0.07,0
SHP-00322,2024-09-30,inbound,NorthStar,"Houston, TX","Kansas City, MO",TX-MO,Office Supplies,61.1,25,2,3,0.7,1,5.14,5.34,0.2,0
SHP-02222,2024-09-30,inbound,SwiftLog,"Chicago, IL","Columbus, OH",IL-OH,Consumer Goods,209.7,59,2,5,3.2,1,7.62,7.61,-0.01,0
SHP-01000,2024-10-01,outbound,PrimeHaul,"Phoenix, AZ","Salt Lake City, UT",AZ-UT,Electronics,134.4,17,14,15,0.9,1,5.02,5.26,0.24,0
SHP-00177,2024-10-01,outbound,SwiftLog,"Miami, FL","Minneapolis, MN",FL-MN,Automotive,40.4,24,2,4,2.0,1,4.88,4.82,-0.06,0
SHP-00595,2024-10-01,inbound,CargoLink,"Miami, FL","Kansas City, MO",FL-MO,Office Supplies,80.2,46,5,6,0.6,1,5.57,6.01,0.44,0
SHP-01293,2024-10-01,inbound,DirectMove,"Miami, FL","San Antonio, TX",FL-TX,Electronics,131.7,56,3,5,2.0,1,7.27,8.04,0.77,0
SHP-00369,2024-10-02,inbound,FastFreight,"Los Angeles, CA","Tampa, FL",CA-FL,Office Supplies,46.9,17,5,4,-1.1,0,4.31,4.54,0.23,0
SHP-01039,2024-10-03,outbound,NorthStar,"Phoenix, AZ","Salt Lake City, UT",AZ-UT,Pharmaceuticals,61.1,26,3,6,2.8,1,4.59,4.84,0.25,0
SHP-01892,2024-10-03,outbound,PrimeHaul,"Denver, CO","Louisville, KY",CO-KY,Food & Beverage,189.0,24,3,4,1.0,1,6.18,6.07,-0.11,0
SHP-02209,2024-10-03,inbound,CargoLink,"Chicago, IL","Minneapolis, MN",IL-MN,Apparel,99.0,27,5,9,3.9,1,5.48,6.0,0.52,0
SHP-01124,2024-10-03,outbound,DirectMove,"New York, NY","Minneapolis, MN",NY-MN,Automotive,65.9,148,3,4,1.3,1,10.31,11.66,1.35,0
SHP-00655,2024-10-03,outbound,SwiftLog,"Chicago, IL","Kansas City, MO",IL-MO,Food & Beverage,12.5,73,3,3,-0.3,0,6.89,7.4,0.51,0
SHP-02754,2024-10-03,inbound,FastFreight,"Chicago, IL","San Antonio, TX",IL-TX,Apparel,51.9,31,5,5,-0.2,0,5.24,5.13,-0.11,0
SHP-00404,2024-10-04,inbound,DirectMove,"Miami, FL","Indianapolis, IN",FL-IN,Office Supplies,274.4,84,7,9,1.8,1,9.37,10.9,1.53,0
SHP-00656,2024-10-04,inbound,RelayEx,"Denver, CO","Kansas City, MO",CO-MO,Food & Beverage,234.3,32,3,5,2.5,1,7.0,7.24,0.24,0
SHP-00949,2024-10-04,outbound,RelayEx,"Denver, CO","Louisville, KY",CO-KY,Consumer Goods,199.6,75,3,4,0.9,1,9.33,9.51,0.18,0
SHP-00008,2024-10-04,outbound,RelayEx,"Seattle, WA","Portland, OR",WA-OR,Food & Beverage,11.1,93,2,1,-1.3,0,7.6,8.14,0.54,0
SHP-02745,2024-10-04,inbound,RelayEx,"Phoenix, AZ","Nashville, TN",AZ-TN,Electronics,99.0,131,5,6,0.8,1,10.06,10.35,0.29,0
SHP-01553,2024-10-05,outbound,NorthStar,"Seattle, WA","San Antonio, TX",WA-TX,Consumer Goods,269.0,111,5,8,3.0,1,11.57,12.03,0.46,0
SHP-00960,2024-10-05,outbound,DirectMove,"Chicago, IL","Louisville, KY",IL-KY,Apparel,47.2,202,3,3,0.4,1,13.99,15.58,1.59,0
SHP-00142,2024-10-06,inbound,RelayEx,"Detroit, MI","Nashville, TN",MI-TN,Consumer Goods,122.7,153,7,8,1.3,1,11.5,11.3,-0.2,0
SHP-00842,2024-10-06,outbound,SwiftLog,"Miami, FL","Baltimore, MD",FL-MD,Industrial Parts,99.4,27,7,10,2.9,1,5.52,5.68,0.16,0
SHP-00550,2024-10-07,inbound,NorthStar,"Seattle, WA","Nashville, TN",WA-TN,Office Supplies,72.4,135,5,6,0.9,1,9.56,9.88,0.32,0
SHP-00366,2024-10-07,inbound,CargoLink,"Denver, CO","Nashville, TN",CO-TN,Apparel,37.4,46,5,7,2.1,1,5.06,5.26,0.2,0
SHP-00056,2024-10-07,outbound,NorthStar,"Phoenix, AZ","Charlotte, NC",AZ-NC,Food & Beverage,141.6,94,5,8,3.2,1,8.66,9.15,0.49,0
SHP-01214,2024-10-07,outbound,PrimeHaul,"Memphis, TN","Louisville, KY",TN-KY,Office Supplies,22.0,69,7,7,0.1,1,6.52,6.15,-0.37,0
SHP-01117,2024-10-08,inbound,RelayEx,"Phoenix, AZ","Salt Lake City, UT",AZ-UT,Office Supplies,80.2,40,3,5,2.3,1,6.16,6.65,0.49,0
SHP-02132,2024-10-09,outbound,DirectMove,"Los Angeles, CA","Minneapolis, MN",CA-MN,Food & Beverage,61.0,103,5,8,3.2,1,8.52,9.41,0.89,1
SHP-01125,2024-10-09,inbound,SwiftLog,"Los Angeles, CA","Baltimore, MD",CA-MD,Apparel,71.5,112,3,1,-2.7,0,8.74,9.21,0.47,0
SHP-01473,2024-10-09,outbound,RelayEx,"Los Angeles, CA","Indianapolis, IN",CA-IN,Consumer Goods,127.8,71,7,8,1.0,1,8.48,8.72,0.24,0
SHP-01121,2024-10-10,inbound,FastFreight,"Los Angeles, CA","Tampa, FL",CA-FL,Consumer Goods,17.4,104,10,9,-1.4,0,8.93,8.58,-0.35,0
SHP-01150,2024-10-10,outbound,PrimeHaul,"Seattle, WA","Salt Lake City, UT",WA-UT,Apparel,115.2,32,3,2,-1.0,0,5.88,5.79,-0.09,0
SHP-01927,2024-10-10,inbound,PrimeHaul,"Detroit, MI","Portland, OR",MI-OR,Apparel,140.8,80,5,5,0.3,1,8.42,8.35,-0.07,0
SHP-02487,2024-10-11,inbound,CargoLink,"Detroit, MI","Portland, OR",MI-OR,Automotive,191.6,65,3,6,2.8,1,8.0,8.56,0.56,0
SHP-02395,2024-10-11,inbound,SwiftLog,"New York, NY","Minneapolis, MN",NY-MN,Apparel,146.1,38,3,3,0.1,1,5.92,6.0,0.08,0
SHP-01346,2024-10-12,outbound,PrimeHaul,"Phoenix, AZ","Louisville, KY",AZ-KY,Consumer Goods,191.4,44,3,5,1.5,1,7.7,8.07,0.37,0
SHP-00234,2024-10-12,outbound,CargoLink,"Houston, TX","Tampa, FL",TX-FL,Apparel,77.8,52,5,8,3.1,1,6.74,6.93,0.19,0
SHP-02056,2024-10-12,outbound,RelayEx,"Miami, FL","Columbus, OH",FL-OH,Automotive,96.6,49,10,8,-1.7,0,6.7,7.33,0.63,0
SHP-01234,2024-10-12,outbound,RelayEx,"Houston, TX","Charlotte, NC",TX-NC,Food & Beverage,37.7,56,5,5,0.3,1,6.5,6.12,-0.38,0
SHP-00413,2024-10-12,inbound,SwiftLog,"Miami, FL","Nashville, TN",FL-TN,Industrial Parts,175.7,22,5,8,2.6,1,6.31,6.57,0.26,0
SHP-00664,2024-10-12,outbound,SwiftLog,"Denver, CO","Baltimore, MD",CO-MD,Apparel,771.0,92,5,8,2.6,1,15.43,15.97,0.54,0
SHP-01068,2024-10-12,inbound,SwiftLog,"Los Angeles, CA","San Antonio, TX",CA-TX,Apparel,117.6,23,3,1,-1.6,0,5.17,5.33,0.16,0
SHP-00932,2024-10-13,inbound,NorthStar,"Houston, TX","Tampa, FL",TX-FL,Industrial Parts,70.5,106,3,4,1.1,1,9.35,9.89,0.54,0
SHP-01592,2024-10-13,inbound,DirectMove,"Miami, FL","San Antonio, TX",FL-TX,Pharmaceuticals,74.1,10,5,8,3.0,1,4.21,4.69,0.48,0
SHP-01492,2024-10-13,outbound,PrimeHaul,"Phoenix, AZ","Nashville, TN",AZ-TN,Automotive,41.7,25,10,11,0.6,1,4.48,4.65,0.17,0
SHP-00411,2024-10-13,inbound,DirectMove,"Los Angeles, CA","Minneapolis, MN",CA-MN,Apparel,55.3,61,3,12,8.8,1,6.64,7.77,1.13,0
SHP-02617,2024-10-13,outbound,DirectMove,"Dallas, TX","Columbus, OH",TX-OH,Pharmaceuticals,159.2,51,5,6,1.4,1,7.14,7.8,0.66,0
SHP-00680,2024-10-14,outbound,PrimeHaul,"Miami, FL","Tampa, FL",FL-FL,Automotive,51.3,37,3,3,-0.3,0,5.31,5.14,-0.17,0
SHP-02267,2024-10-14,outbound,DirectMove,"Memphis, TN","Columbus, OH",TN-OH,Office Supplies,521.7,45,5,8,2.7,1,12.39,12.68,0.29,0
SHP-02544,2024-10-14,outbound,CargoLink,"Atlanta, GA","Charlotte, NC",GA-NC,Industrial Parts,150.3,107,3,5,2.3,1,9.67,9.23,-0.44,0
SHP-00036,2024-10-14,inbound,FastFreight,"Los Angeles, CA","Baltimore, MD",CA-MD,Apparel,93.3,15,3,4,0.9,1,5.02,4.97,-0.05,0
SHP-01360,2024-10-15,inbound,NorthStar,"Chicago, IL","San Antonio, TX",IL-TX,Consumer Goods,58.5,30,3,3,0.0,0,5.03,5.44,0.41,0
SHP-01316,2024-10-16,outbound,PrimeHaul,"Detroit, MI","Kansas City, MO",MI-MO,Automotive,166.5,90,5,7,1.5,1,9.93,10.29,0.36,0
SHP-01708,2024-10-16,inbound,RelayEx,"Dallas, TX","Minneapolis, MN",TX-MN,Pharmaceuticals,90.5,16,7,8,1.3,1,4.27,4.34,0.07,0
SHP-00980,2024-10-17,inbound,CargoLink,"Los Angeles, CA","Indianapolis, IN",CA-IN,Industrial Parts,54.6,35,7,7,0.5,1,4.85,5.07,0.22,0
SHP-01774,2024-10-17,outbound,NorthStar,"Denver, CO","Louisville, KY",CO-KY,Apparel,79.8,126,10,12,2.2,1,9.42,9.74,0.32,0
SHP-01177,2024-10-17,inbound,DirectMove,"New York, NY","Baltimore, MD",NY-MD,Food & Beverage,79.6,20,14,19,4.6,1,5.08,5.62,0.54,0
SHP-01715,2024-10-18,inbound,FastFreight,"Detroit, MI","Columbus, OH",MI-OH,Automotive,50.2,19,5,5,-0.5,0,4.18,4.32,0.14,0
SHP-02583,2024-10-18,inbound,PrimeHaul,"Memphis, TN","Nashville, TN",TN-TN,Consumer Goods,204.1,45,2,3,1.3,1,7.99,7.75,-0.24,0
SHP-00530,2024-10-18,inbound,NorthStar,"Memphis, TN","Nashville, TN",TN-TN,Office Supplies,61.3,439,5,8,2.6,1,24.89,26.37,1.48,0
SHP-02164,2024-10-19,inbound,SwiftLog,"Seattle, WA","Charlotte, NC",WA-NC,Industrial Parts,46.3,115,7,9,2.2,1,9.71,9.82,0.11,0
SHP-00194,2024-10-19,inbound,CargoLink,"Seattle, WA","Minneapolis, MN",WA-MN,Pharmaceuticals,111.0,115,3,3,-0.3,0,10.04,9.68,-0.36,0
SHP-02039,2024-10-19,inbound,DirectMove,"Dallas, TX","Charlotte, NC",TX-NC,Electronics,419.7,104,3,5,2.4,1,13.87,15.39,1.52,0
SHP-01444,2024-10-19,inbound,RelayEx,"Los Angeles, CA","Salt Lake City, UT",CA-UT,Electronics,90.7,217,5,6,1.2,1,14.21,14.34,0.13,0
SHP-01163,2024-10-19,outbound,PrimeHaul,"Chicago, IL","Baltimore, MD",IL-MD,Electronics,81.6,50,5,6,1.2,1,6.82,7.04,0.22,0
SHP-00184,2024-10-20,outbound,CargoLink,"New York, NY","Salt Lake City, UT",NY-UT,Pharmaceuticals,239.2,215,7,8,0.9,1,15.12,14.91,-0.21,0
SHP-01913,2024-10-20,inbound,FastFreight,"Memphis, TN","Indianapolis, IN",TN-IN,Industrial Parts,176.0,54,3,4,1.4,1,8.36,8.94,0.58,0
SHP-01815,2024-10-20,inbound,NorthStar,"Seattle, WA","Louisville, KY",WA-KY,Electronics,73.1,50,5,7,2.2,1,5.58,5.94,0.36,0
SHP-01122,2024-10-20,outbound,CargoLink,"Dallas, TX","Louisville, KY",TX-KY,Automotive,34.1,2,10,8,-2.5,0,3.64,3.71,0.07,0
SHP-01008,2024-10-20,outbound,CargoLink,"Phoenix, AZ","Baltimore, MD",AZ-MD,Office Supplies,37.1,18,5,5,-0.5,0,4.29,4.2,-0.09,1
SHP-02721,2024-10-21,outbound,DirectMove,"Los Angeles, CA","Louisville, KY",CA-KY,Electronics,269.4,183,3,1,-2.3,0,14.19,15.23,1.04,0
SHP-02850,2024-10-21,inbound,SwiftLog,"New York, NY","Portland, OR",NY-OR,Consumer Goods,25.0,14,7,9,2.1,1,3.53,3.7,0.17,0
SHP-02492,2024-10-21,outbound,RelayEx,"Chicago, IL","Louisville, KY",IL-KY,Office Supplies,398.5,21,3,3,0.2,1,8.22,8.55,0.33,0
SHP-02380,2024-10-21,inbound,RelayEx,"Chicago, IL","Portland, OR",IL-OR,Automotive,241.3,336,10,12,2.1,1,20.39,21.4,1.01,0
SHP-00407,2024-10-22,inbound,SwiftLog,"Phoenix, AZ","Louisville, KY",AZ-KY,Apparel,194.1,67,5,7,1.7,1,8.65,8.75,0.1,0
SHP-01134,2024-10-22,outbound,RelayEx,"Memphis, TN","Baltimore, MD",TN-MD,Consumer Goods,833.4,91,7,6,-0.8,0,15.97,16.34,0.37,0
SHP-02481,2024-10-22,inbound,RelayEx,"Houston, TX","Louisville, KY",TX-KY,Apparel,98.6,37,3,3,-0.5,0,5.77,5.83,0.06,0
SHP-01699,2024-10-23,outbound,SwiftLog,"Miami, FL","Tampa, FL",FL-FL,Office Supplies,316.0,10,3,3,0.4,1,6.9,7.22,0.32,0
SHP-00176,2024-10-23,outbound,SwiftLog,"Detroit, MI","Baltimore, MD",MI-MD,Food & Beverage,69.8,24,2,1,-0.7,0,4.99,5.29,0.3,0
SHP-02742,2024-10-23,outbound,CargoLink,"Houston, TX","Baltimore, MD",TX-MD,Automotive,31.8,27,3,1,-1.5,0,4.25,4.65,0.4,0
SHP-01697,2024-10-23,inbound,RelayEx,"Houston, TX","Charlotte, NC",TX-NC,Automotive,78.8,32,2,4,1.9,1,5.5,6.0,0.5,0
SHP-00048,2024-10-24,inbound,DirectMove,"Detroit, MI","Charlotte, NC",MI-NC,Office Supplies,37.3,69,3,5,2.4,1,6.92,8.01,1.09,0
SHP-01554,2024-10-24,outbound,DirectMove,"Detroit, MI","Minneapolis, MN",MI-MN,Consumer Goods,31.2,59,5,6,0.8,1,6.51,7.4,0.89,0
SHP-00926,2024-10-24,inbound,DirectMove,"Denver, CO","Minneapolis, MN",CO-MN,Electronics,47.9,9,3,8,4.7,1,3.66,4.29,0.63,0
SHP-00497,2024-10-24,inbound,FastFreight,"Seattle, WA","Salt Lake City, UT",WA-UT,Apparel,155.1,50,7,8,0.6,1,7.24,7.79,0.55,0
SHP-02920,2024-10-25,inbound,NorthStar,"New York, NY","Indianapolis, IN",NY-IN,Pharmaceuticals,365.6,105,5,7,1.7,1,13.48,15.0,1.52,0
SHP-01071,2024-10-25,outbound,RelayEx,"Dallas, TX","Louisville, KY",TX-KY,Automotive,222.8,285,10,9,-0.7,0,21.15,23.21,2.06,0
SHP-01785,2024-10-26,outbound,CargoLink,"Phoenix, AZ","Portland, OR",AZ-OR,Food & Beverage,8.2,31,5,3,-2.4,0,4.16,4.46,0.3,0
SHP-01851,2024-10-26,outbound,SwiftLog,"Denver, CO","Tampa, FL",CO-FL,Apparel,61.0,8,5,7,2.1,1,3.81,3.95,0.14,0
SHP-02560,2024-10-27,inbound,FastFreight,"Denver, CO","San Antonio, TX",CO-TX,Electronics,217.9,26,5,5,0.2,1,7.29,7.4,0.11,0
SHP-02230,2024-10-27,inbound,SwiftLog,"Houston, TX","Baltimore, MD",TX-MD,Consumer Goods,51.5,30,3,6,2.6,1,4.92,5.2,0.28,0
SHP-01078,2024-10-28,inbound,NorthStar,"Los Angeles, CA","San Antonio, TX",CA-TX,Electronics,293.5,16,10,10,0.4,1,7.03,7.71,0.68,0
SHP-01615,2024-10-28,outbound,DirectMove,"Atlanta, GA","Columbus, OH",GA-OH,Consumer Goods,96.0,43,2,1,-0.9,0,5.65,6.52,0.87,0
SHP-01799,2024-10-28,inbound,SwiftLog,"Chicago, IL","Columbus, OH",IL-OH,Consumer Goods,656.8,130,10,10,-0.4,0,16.96,17.88,0.92,0
SHP-01239,2024-10-28,outbound,CargoLink,"Denver, CO","Indianapolis, IN",CO-IN,Apparel,57.1,79,5,6,0.7,1,7.52,7.57,0.05,0
SHP-00228,2024-10-29,outbound,FastFreight,"Atlanta, GA","Indianapolis, IN",GA-IN,Industrial Parts,93.5,60,3,4,1.3,1,6.33,5.86,-0.47,0
SHP-02783,2024-10-29,outbound,DirectMove,"Phoenix, AZ","Salt Lake City, UT",AZ-UT,Electronics,102.6,20,10,14,4.1,1,4.67,5.31,0.64,0
SHP-02985,2024-10-29,outbound,PrimeHaul,"Los Angeles, CA","Indianapolis, IN",CA-IN,Food & Beverage,56.9,7,5,5,0.5,1,3.7,4.08,0.38,0
SHP-02986,2024-10-29,inbound,SwiftLog,"Dallas, TX","Charlotte, NC",TX-NC,Industrial Parts,30.1,28,3,5,1.5,1,4.79,4.82,0.03,0
SHP-00702,2024-10-29,inbound,PrimeHaul,"Houston, TX","Minneapolis, MN",TX-MN,Industrial Parts,76.9,11,5,6,0.9,1,4.28,4.41,0.13,0
SHP-01771,2024-10-29,outbound,DirectMove,"Atlanta, GA","Salt Lake City, UT",GA-UT,Pharmaceuticals,69.5,88,5,5,0.4,1,7.83,9.04,1.21,0
SHP-01499,2024-10-29,inbound,SwiftLog,"Houston, TX","Kansas City, MO",TX-MO,Electronics,69.5,95,14,13,-0.9,0,8.85,9.12,0.27,0
SHP-02739,2024-10-29,outbound,SwiftLog,"Houston, TX","Baltimore, MD",TX-MD,Apparel,261.3,78,5,8,2.6,1,10.0,10.04,0.04,0
SHP-02477,2024-10-29,outbound,CargoLink,"Miami, FL","Louisville, KY",FL-KY,Food & Beverage,167.7,119,3,5,1.7,1,11.66,12.35,0.69,0
SHP-03000,2024-10-30,inbound,DirectMove,"Detroit, MI","Salt Lake City, UT",MI-UT,Apparel,176.7,29,5,10,5.2,1,6.17,6.66,0.49,0
SHP-01750,2024-10-30,outbound,CargoLink,"Phoenix, AZ","San Antonio, TX",AZ-TX,Electronics,177.9,33,2,1,-1.0,0,6.14,6.14,0.0,0
SHP-01175,2024-10-30,outbound,PrimeHaul,"Chicago, IL","Salt Lake City, UT",IL-UT,Office Supplies,47.3,29,3,2,-0.6,0,5.26,5.09,-0.17,0
SHP-00118,2024-10-30,inbound,CargoLink,"New York, NY","Louisville, KY",NY-KY,Electronics,87.8,271,5,7,1.5,1,15.77,17.22,1.45,0
SHP-02183,2024-10-30,outbound,RelayEx,"New York, NY","Portland, OR",NY-OR,Consumer Goods,115.9,5,5,5,0.2,1,4.7,4.87,0.17,0
SHP-01629,2024-10-30,inbound,RelayEx,"Miami, FL","Portland, OR",FL-OR,Food & Beverage,22.1,55,7,8,1.1,1,5.48,5.67,0.19,0
SHP-01225,2024-10-30,outbound,NorthStar,"Los Angeles, CA","Charlotte, NC",CA-NC,Pharmaceuticals,154.2,55,7,6,-0.9,0,7.02,7.83,0.81,0
SHP-01735,2024-10-30,outbound,SwiftLog,"Memphis, TN","Minneapolis, MN",TN-MN,Office Supplies,171.0,20,7,7,-0.2,0,5.99,6.03,0.04,0
SHP-01623,2024-10-31,inbound,NorthStar,"Houston, TX","Columbus, OH",TX-OH,Consumer Goods,23.2,228,2,4,1.8,1,13.37,14.63,1.26,0
SHP-01805,2024-10-31,outbound,FastFreight,"Miami, FL","Louisville, KY",FL-KY,Consumer Goods,228.0,115,14,14,-0.4,0,10.7,10.16,-0.54,0
SHP-01754,2024-11-01,inbound,DirectMove,"Seattle, WA","Salt Lake City, UT",WA-UT,Industrial Parts,56.1,23,10,14,3.9,1,4.31,4.78,0.47,0
SHP-02918,2024-11-01,outbound,CargoLink,"New York, NY","San Antonio, TX",NY-TX,Electronics,64.1,53,5,8,3.2,1,6.12,6.43,0.31,0
SHP-02604,2024-11-01,inbound,DirectMove,"Dallas, TX","Nashville, TN",TX-TN,Industrial Parts,100.5,7,7,8,1.3,1,4.51,5.0,0.49,0
SHP-02938,2024-11-01,inbound,NorthStar,"Seattle, WA","Nashville, TN",WA-TN,Office Supplies,61.7,229,5,7,2.3,1,14.14,15.12,0.98,0
SHP-02262,2024-11-02,outbound,NorthStar,"Los Angeles, CA","Louisville, KY",CA-KY,Food & Beverage,23.3,10,10,13,3.3,1,3.32,3.36,0.04,0
SHP-00813,2024-11-02,outbound,FastFreight,"Phoenix, AZ","Columbus, OH",AZ-OH,Pharmaceuticals,32.5,80,5,7,2.0,1,7.59,7.76,0.17,0
SHP-02307,2024-11-02,outbound,PrimeHaul,"Detroit, MI","Charlotte, NC",MI-NC,Industrial Parts,685.4,76,7,9,2.1,1,16.17,16.02,-0.15,0
SHP-02774,2024-11-03,outbound,NorthStar,"Detroit, MI","Minneapolis, MN",MI-MN,Pharmaceuticals,233.7,15,2,6,3.8,1,6.42,6.85,0.43,0
SHP-00349,2024-11-03,inbound,CargoLink,"Memphis, TN","Louisville, KY",TN-KY,Industrial Parts,46.0,82,2,8,5.9,1,8.01,8.79,0.78,0
SHP-02044,2024-11-03,inbound,FastFreight,"Atlanta, GA","Minneapolis, MN",GA-MN,Electronics,836.1,108,3,5,1.9,1,16.8,16.08,-0.72,0
SHP-00105,2024-11-03,outbound,RelayEx,"Memphis, TN","Columbus, OH",TN-OH,Apparel,204.1,48,2,3,1.0,1,7.38,7.92,0.54,0
SHP-00695,2024-11-04,outbound,CargoLink,"Chicago, IL","Portland, OR",IL-OR,Electronics,50.2,9,3,6,2.8,1,3.47,3.55,0.08,0
SHP-02656,2024-11-04,inbound,PrimeHaul,"Seattle, WA","Indianapolis, IN",WA-IN,Apparel,86.3,342,2,3,1.1,1,20.98,21.24,0.26,0
SHP-00097,2024-11-05,inbound,PrimeHaul,"Seattle, WA","San Antonio, TX",WA-TX,Electronics,83.4,57,5,7,2.0,1,6.08,6.24,0.16,0
SHP-01935,2024-11-05,outbound,PrimeHaul,"Detroit, MI","Tampa, FL",MI-FL,Apparel,66.2,14,2,4,1.9,1,3.9,3.95,0.05,0
SHP-01538,2024-11-05,inbound,DirectMove,"Memphis, TN","Minneapolis, MN",TN-MN,Pharmaceuticals,87.0,70,7,12,4.6,1,6.63,7.9,1.27,0
SHP-02167,2024-11-05,inbound,FastFreight,"Dallas, TX","Salt Lake City, UT",TX-UT,Industrial Parts,171.8,73,7,7,0.1,1,8.66,7.97,-0.69,0
SHP-00944,2024-11-06,outbound,CargoLink,"Chicago, IL","San Antonio, TX",IL-TX,Industrial Parts,94.8,240,7,8,0.6,1,15.42,17.06,1.64,0
